Suprafață utilă,Numărul de camere,Încălzire,Etaj,Chirie,Stare,Tip proprietate,Forma de proprietate,Liber de la,Tip vânzător,Informații suplimentare,Anul construcției,Lift,Facilități,Siguranță,url,Material de construcție,Tip geamuri,Media,Tip clădire,Suprafata_utila_m2
31 m²,1,fără informații,2,fără informații,fără informații,locuință utilizată,fără informații,fără informații,agenție,fără informații,2022,nu,mobilier,supraveghere video,https://www.storia.ro/ro/oferta/apartament-1-camer-zona-centrul-vechi-IDA2Cw.html,,,,,31
38 m²,1,centrală pe gaz,5/6,fără informații,gata de utilizare,locuință utilizată,drept de proprietate,2025-11-27,agenție,balcon bucătărie separată,2014,da,mobilier cuptor plită frigider,interfon uși / ferestre blindate,https://www.storia.ro/ro/oferta/locuinta-moderna-cu-o-camera-mutare-rapida-sos-salaj-rahova-IDEQcK.html,beton,plastic,telefon internet,,38
68.5 m²,3,centrală pe gaz,3/3,fără informații,gata de utilizare,locuință utilizată,drept de proprietate,fără informații,agenție,fără informații,2025,nu,,,https://www.storia.ro/ro/oferta/3-camere-cu-terasa-54-mp-fundeni-dobroesti-IDEr5L.html,beton,plastic,telefon,ansamblu de apartamente,68
52 m²,2,centrală pe gaz,parter/4,fără informații,gata de utilizare,locuință utilizată,drept de proprietate,2025-11-20,agenție,fără informații,,nu,,,https://www.storia.ro/ro/oferta/apartament-2-camere-i-finisat-i-burdujeni-IDEGOd.html,beton,plastic,,ansamblu de apartamente,52
119 m²,4,fără informații,3/3,fără informații,fără informații,locuință utilizată,fără informații,fără informații,agenție,terasă beci scară interioară,2023,da,aer condiționat,alarmă interfon supraveghere video uși / ferestre blindate,https://www.storia.ro/ro/oferta/apartament-4-camere-terasa-94mp-licurg-2-cartierul-armenesc-IDD8O0.html,beton,,,ansamblu de apartamente,119
37.5 m²,2,centrală pe gaz,3/3,fără informații,gata de utilizare,locuință utilizată,drept de proprietate,2025-11-27,agenție,balcon,2022,nu,cuptor frigider aer condiționat,uși / ferestre blindate interfon,https://www.storia.ro/ro/oferta/apartament-modern-cu-2-camere-bloc-nou-balcon-generos-parcare-IDFexk.html,cărămidă cu goluri,plastic,internet,ansamblu de apartamente,38
61.1 m²,3,fără informații,fără informații,fără informații,gata de utilizare,locuință nouă,drept de proprietate,fără informații,agenție,balcon,2025,da,aer condiționat,alarmă uși / ferestre blindate interfon supraveghere video,https://www.storia.ro/ro/oferta/apartament-cu-3-camere-green-residence-nufarul-IDCYLU.html,cărămidă,aluminiu,cablu tv internet telefon,bloc,61
93 m²,3,centralizată,1,fără informații,fără informații,locuință utilizată,fără informații,fără informații,agenție,fără informații,2009,nu,,uși / ferestre blindate,https://www.storia.ro/ro/oferta/apartament-de-vanzare-victoriei-garaj-i-curte-proprie-IDCBwz.html,,,,,93
121.74 m²,4,centrală pe gaz,1/2,fără informații,fără informații,locuință nouă,drept de proprietate,2025-11-07,agenție,balcon terasă garaj beci scară interioară,2025,nu,,uși / ferestre blindate interfon,https://www.storia.ro/ro/oferta/ap-4-camere-in-imobil-tip-vila-121-74-mp-utili-terasa-28-mp-IDD9UC.html,cărămidă,plastic,,ansamblu de apartamente,122
32 m²,1,centrală pe gaz,1/3,fără informații,gata de utilizare,locuință nouă,drept de proprietate,2025-11-27,agenție,balcon,2025,da,,interfon supraveghere video uși / ferestre blindate,https://www.storia.ro/ro/oferta/garsoniera-cartier-militari-residence-mutare-imediata-IDFILv.html,beton,plastic,internet,,32
54 m²,2,centrală pe gaz,4/5,fără informații,gata de utilizare,locuință utilizată,drept de proprietate,2025-11-27,agenție,fără informații,1990,nu,,uși / ferestre blindate interfon,https://www.storia.ro/ro/oferta/apartament-de-2-camere-zona-centrala-IDF21V.html,placa de beton,plastic,,ansamblu de apartamente,54
80.6 m²,3,centrală pe gaz,5/9,fără informații,în construcție,locuință nouă,drept de proprietate,fără informații,agenție,balcon bucătărie separată,2025,da,,interfon supraveghere video uși / ferestre blindate,https://www.storia.ro/ro/oferta/apartament-spatios-3-camere-decomandat-zona-rahova-comision-0-IDFcNa.html,beton,plastic,telefon internet cablu tv,ansamblu de apartamente,81
55 m²,2,fără informații,9/10,fără informații,gata de utilizare,locuință utilizată,drept de proprietate,2025-08-19,agenție,balcon,1980,nu,,,https://www.storia.ro/ro/oferta/apartament-2-camere-et9-10-zona-semicentrala-gara-mare-IDBBdz.html,,,telefon internet cablu tv,ansamblu de apartamente,55
31 m²,1,fără informații,2,fără informații,fără informații,locuință utilizată,fără informații,fără informații,agenție,fără informații,2022,nu,mobilier,supraveghere video,https://www.storia.ro/ro/oferta/apartament-1-camer-zona-centrul-vechi-IDA2Cw.html,,,,,31
38 m²,1,centrală pe gaz,5/6,fără informații,gata de utilizare,locuință utilizată,drept de proprietate,2025-11-27,agenție,balcon bucătărie separată,2014,da,mobilier cuptor plită frigider,interfon uși / ferestre blindate,https://www.storia.ro/ro/oferta/locuinta-moderna-cu-o-camera-mutare-rapida-sos-salaj-rahova-IDEQcK.html,beton,plastic,telefon internet,,38
68.5 m²,3,centrală pe gaz,3/3,fără informații,gata de utilizare,locuință utilizată,drept de proprietate,fără informații,agenție,fără informații,2025,nu,,,https://www.storia.ro/ro/oferta/3-camere-cu-terasa-54-mp-fundeni-dobroesti-IDEr5L.html,beton,plastic,telefon,ansamblu de apartamente,68
52 m²,2,centrală pe gaz,parter/4,fără informații,gata de utilizare,locuință utilizată,drept de proprietate,2025-11-20,agenție,fără informații,,nu,,,https://www.storia.ro/ro/oferta/apartament-2-camere-i-finisat-i-burdujeni-IDEGOd.html,beton,plastic,,ansamblu de apartamente,52
119 m²,4,fără informații,3/3,fără informații,fără informații,locuință utilizată,fără informații,fără informații,agenție,terasă beci scară interioară,2023,da,aer condiționat,alarmă interfon supraveghere video uși / ferestre blindate,https://www.storia.ro/ro/oferta/apartament-4-camere-terasa-94mp-licurg-2-cartierul-armenesc-IDD8O0.html,beton,,,ansamblu de apartamente,119
37.5 m²,2,centrală pe gaz,3/3,fără informații,gata de utilizare,locuință utilizată,drept de proprietate,2025-11-27,agenție,balcon,2022,nu,cuptor frigider aer condiționat,uși / ferestre blindate interfon,https://www.storia.ro/ro/oferta/apartament-modern-cu-2-camere-bloc-nou-balcon-generos-parcare-IDFexk.html,cărămidă cu goluri,plastic,internet,ansamblu de apartamente,38
61.1 m²,3,fără informații,fără informații,fără informații,gata de utilizare,locuință nouă,drept de proprietate,fără informații,agenție,balcon,2025,da,aer condiționat,alarmă uși / ferestre blindate interfon supraveghere video,https://www.storia.ro/ro/oferta/apartament-cu-3-camere-green-residence-nufarul-IDCYLU.html,cărămidă,aluminiu,cablu tv internet telefon,bloc,61
93 m²,3,centralizată,1,fără informații,fără informații,locuință utilizată,fără informații,fără informații,agenție,fără informații,2009,nu,,uși / ferestre blindate,https://www.storia.ro/ro/oferta/apartament-de-vanzare-victoriei-garaj-i-curte-proprie-IDCBwz.html,,,,,93
121.74 m²,4,centrală pe gaz,1/2,fără informații,fără informații,locuință nouă,drept de proprietate,2025-11-07,agenție,balcon terasă garaj beci scară interioară,2025,nu,,uși / ferestre blindate interfon,https://www.storia.ro/ro/oferta/ap-4-camere-in-imobil-tip-vila-121-74-mp-utili-terasa-28-mp-IDD9UC.html,cărămidă,plastic,,ansamblu de apartamente,122
32 m²,1,centrală pe gaz,1/3,fără informații,gata de utilizare,locuință nouă,drept de proprietate,2025-11-27,agenție,balcon,2025,da,,interfon supraveghere video uși / ferestre blindate,https://www.storia.ro/ro/oferta/garsoniera-cartier-militari-residence-mutare-imediata-IDFILv.html,beton,plastic,internet,,32
54 m²,2,centrală pe gaz,4/5,fără informații,gata de utilizare,locuință utilizată,drept de proprietate,2025-11-27,agenție,fără informații,1990,nu,,uși / ferestre blindate interfon,https://www.storia.ro/ro/oferta/apartament-de-2-camere-zona-centrala-IDF21V.html,placa de beton,plastic,,ansamblu de apartamente,54
80.6 m²,3,centrală pe gaz,5/9,fără informații,în construcție,locuință nouă,drept de proprietate,fără informații,agenție,balcon bucătărie separată,2025,da,,interfon supraveghere video uși / ferestre blindate,https://www.storia.ro/ro/oferta/apartament-spatios-3-camere-decomandat-zona-rahova-comision-0-IDFcNa.html,beton,plastic,telefon internet cablu tv,ansamblu de apartamente,81
55 m²,2,fără informații,9/10,fără informații,gata de utilizare,locuință utilizată,drept de proprietate,2025-08-19,agenție,balcon,1980,nu,,,https://www.storia.ro/ro/oferta/apartament-2-camere-et9-10-zona-semicentrala-gara-mare-IDBBdz.html,,,telefon internet cablu tv,ansamblu de apartamente,55
32 m²,1,centrală pe gaz,demisol/4,fără informații,fără informații,locuință nouă,drept de proprietate,2025-11-13,agenție,fără informații,2025,nu,cuptor frigider mașină de spălat mașină de spălat vasele,uși / ferestre blindate interfon,https://www.storia.ro/ro/oferta/garsoniera-decomandata-32-mp-zona-facultatea-de-agronomie-IDFpLv.html,,plastic,internet,ansamblu de apartamente,32
103 m²,4,fără informații,parter/1,fără informații,gata de utilizare,locuință utilizată,drept de proprietate,2025-11-27,agenție,fără informații,1980,nu,,,https://www.storia.ro/ro/oferta/apartament-4-camere-ultracentral-IDDFc7.html,cărămidă,,telefon internet cablu tv,ansamblu de apartamente,103
55.6 m²,2,centrală pe gaz,6/8,fără informații,gata de utilizare,locuință utilizată,drept de proprietate,2025-11-26,agenție,balcon debara bucătărie separată,1987,nu,mobilier cuptor plită frigider mașină de spălat,interfon uși / ferestre blindate,https://www.storia.ro/ro/oferta/apartament-doua-camere-parcul-trandafirilor-IDFiqM.html,altul,,internet,ansamblu de apartamente,56
32 m²,1,centrală pe gaz,1/3,fără informații,gata de utilizare,locuință nouă,drept de proprietate,2025-11-27,agenție,balcon,2025,da,,interfon supraveghere video uși / ferestre blindate,https://www.storia.ro/ro/oferta/garsoniera-cartier-militari-residence-mutare-imediata-IDFILw.html,beton,plastic,internet,,32
36.52 m²,1,centrală pe gaz,1/2,fără informații,gata de utilizare,locuință nouă,drept de proprietate,fără informații,agenție,balcon,2025,nu,aer condiționat,interfon obloane,https://www.storia.ro/ro/oferta/garsoniera-decomandata-aer-conditionat-balcon-5-24-etaj-1-2-IDEDvD.html,cărămidă,,telefon internet cablu tv,,37
65.3 m²,4,centralizată,4,fără informații,fără informații,locuință utilizată,fără informații,fără informații,agenție,balcon,1980,nu,mobilier aer condiționat,uși / ferestre blindate,https://www.storia.ro/ro/oferta/de-vanzare-apartament-cu-4-camere-in-zona-ultracentrala-IDEN40.html,,,,,65
116 m²,3,centrală pe gaz,1/3,fără informații,în construcție,locuință nouă,drept de proprietate,2025-11-27,agenție,balcon grădină garaj bucătărie separată,2025,da,,interfon supraveghere video uși / ferestre blindate,https://www.storia.ro/ro/oferta/3-camere-in-complex-rezidenial-premium-comision-0-cumprtor-IDCIgg.html,beton celular,aluminiu,telefon internet cablu tv,ansamblu de apartamente,116
35 m²,2,centralizată,4/4,fără informații,gata de utilizare,locuință nouă,fără informații,fără informații,agenție,balcon,1978,nu,aer condiționat,,https://www.storia.ro/ro/oferta/apartament-2-camere-confort-2-zona-hipodrom-IDrVIu.html,,,,,35
54 m²,2,fără informații,2/4,fără informații,gata de utilizare,locuință nouă,drept de proprietate,2025-11-06,agenție,fără informații,2025,nu,,,https://www.storia.ro/ro/oferta/apartament-2-camere-semifinisat-54mp-bloc-nou-intre-lacuri-residence-IDFv2J.html,,,,ansamblu de apartamente,54
39 m²,2,centrală pe gaz,1,fără informații,gata de utilizare,locuință utilizată,drept de proprietate,2025-11-27,agenție,balcon,2018,da,mobilier cuptor plită frigider mașină de spălat TV aer condiționat,interfon supraveghere video,https://www.storia.ro/ro/oferta/apartament-2-camere-mamaia-IDD3Q2.html,,,telefon internet cablu tv,ansamblu de apartamente,39
58 m²,2,centrală pe gaz,2/5,fără informații,în construcție,locuință nouă,drept de proprietate,fără informații,agenție,balcon bucătărie separată,2025,da,aer condiționat,interfon uși / ferestre blindate,https://www.storia.ro/ro/oferta/apartament-2-camere-decomandat-acces-metrou-aparatorii-patriei-IDF28W.html,beton,plastic,internet,ansamblu de apartamente,58
30.24 m²,1,centrală pe gaz,parter,fără informații,gata de utilizare,locuință utilizată,drept de proprietate,2025-11-27,agenție,fără informații,,nu,mobilier frigider mașină de spălat TV aer condiționat,interfon uși / ferestre blindate,https://www.storia.ro/ro/oferta/garsoniera-mobilata-si-utilata-dimitrie-leonida-apollo-residence-IDERnQ.html,beton,plastic,telefon internet cablu tv,,30
41.07 m²,1,centrală pe gaz,2/4,fără informații,în construcție,locuință nouă,drept de proprietate,2025-11-27,agenție,terasă,2025,da,aer condiționat,uși / ferestre blindate supraveghere video,https://www.storia.ro/ro/oferta/apartament-cu-1-5-camere-n-zona-parneava-IDDThJ.html,beton,plastic,telefon internet cablu tv,ansamblu de apartamente,41
61.1 m²,2,centrală pe gaz,4/4,fără informații,în construcție,locuință nouă,drept de proprietate,2025-11-27,agenție,terasă,2025,da,aer condiționat,interfon uși / ferestre blindate supraveghere video,https://www.storia.ro/ro/oferta/apartament-cu-2-camere-n-zona-confecii-IDDTla.html,beton,plastic,telefon internet cablu tv,ansamblu de apartamente,61
50 m²,2,centrală pe gaz,1/3,fără informații,gata de utilizare,locuință nouă,drept de proprietate,2025-11-27,agenție,balcon,2025,da,,interfon supraveghere video uși / ferestre blindate,https://www.storia.ro/ro/oferta/apartament-2-camere-decomandat-militari-residence-IDFIJa.html,beton,,internet,ansamblu de apartamente,50
53 m²,2,fără informații,1/6,fără informații,în construcție,locuință nouă,drept de proprietate,fără informații,agenție,balcon,2025,da,,uși / ferestre blindate interfon,https://www.storia.ro/ro/oferta/apartamente-exclusiviste-bragadiru-IDAn03.html,cărămidă,,,bloc,53
50 m²,2,centrală pe gaz,1/3,fără informații,gata de utilizare,locuință nouă,drept de proprietate,2025-11-27,agenție,balcon,2025,da,,interfon supraveghere video uși / ferestre blindate,https://www.storia.ro/ro/oferta/apartament-2-camere-decomandat-militari-residence-IDFBgv.html,beton,,internet,ansamblu de apartamente,50
30 m²,2,fără informații,1/4,fără informații,fără informații,locuință nouă,fără informații,fără informații,agenție,fără informații,1977,nu,,,https://www.storia.ro/ro/oferta/2-camere-doamna-ghica-electronicii-sect-2-IDCRaZ.html,,,,,30
53.45 m²,2,centrală pe gaz,1/4,fără informații,în construcție,locuință nouă,drept de proprietate,2025-11-27,agenție,fără informații,2025,da,aer condiționat,alarmă uși / ferestre blindate supraveghere video,https://www.storia.ro/ro/oferta/apartament-nou-cu-2-camere-IDDTVB.html,beton,plastic,telefon internet cablu tv,ansamblu de apartamente,53
40.3 m²,2,centralizată,parter,fără informații,fără informații,locuință utilizată,fără informații,fără informații,agenție,balcon,1980,nu,mobilier,uși / ferestre blindate,https://www.storia.ro/ro/oferta/apartament-luminos-2-camere-renovat-parter-breaza-IDEJj5.html,,,,,40
48 m²,2,fără informații,5,fără informații,fără informații,locuință utilizată,fără informații,fără informații,agenție,balcon,1973,nu,,,https://www.storia.ro/ro/oferta/rezervat-apartament-2-camere-zona-grivitei-IDFAEl.html,,,,,48
40 m²,2,fără informații,7/10,fără informații,gata de utilizare,locuință utilizată,drept de proprietate,2025-11-27,agenție,balcon debara bucătărie separată,1975,da,cuptor plită frigider,interfon uși / ferestre blindate,https://www.storia.ro/ro/oferta/apartament-2-camere-decomandat-aleea-huedin-brancoveanu-comision-0-IDEM6X.html,beton,plastic,telefon internet cablu tv,ansamblu de apartamente,40
37 m²,2,centrală pe gaz,parter/2,fără informații,gata de utilizare,locuință nouă,drept de proprietate,2025-09-30,agenție,balcon terasă garaj bucătărie separată,2025,nu,,uși / ferestre blindate interfon zona imprejmuita,https://www.storia.ro/ro/oferta/comision-0-apartament-1-cam-37-mp-finisat-teras-11-mp-apahida-IDF6Qv.html,cărămidă,aluminiu,internet cablu tv,bloc,37
42 m²,2,centralizată,1/4,fără informații,fără informații,locuință utilizată,fără informații,fără informații,agenție,balcon bucătărie separată,1990,nu,,,https://www.storia.ro/ro/oferta/apartament-2-camere-obcini-etaj-1-2c-7609-IDFpMk.html,,plastic,,,42
55 m²,2,centrală pe gaz,2,fără informații,fără informații,locuință nouă,drept de proprietate,fără informații,agenție,fără informații,2024,nu,,uși / ferestre blindate interfon,https://www.storia.ro/ro/oferta/apartamente-2-camere-cu-cf-floresti-IDBvDs.html,cărămidă,,internet,bloc,55
48 m²,2,centralizată,1/4,fără informații,gata de utilizare,locuință nouă,fără informații,fără informații,agenție,balcon,1980,nu,aer condiționat,,https://www.storia.ro/ro/oferta/apartament-2-camere-54mp-etaj-1-zona-radu-negru-IDEFbZ.html,,,,,48
55 m²,2,centralizată,1/2,fără informații,gata de utilizare,locuință nouă,drept de proprietate,fără informații,agenție,balcon,2024,nu,,alarmă uși / ferestre blindate supraveghere video,https://www.storia.ro/ro/oferta/complex-used-mixt-de-locuinte-ultra-premium-iasi-galata-IDuM7N.html,cărămidă,aluminiu,cablu tv internet,bloc,55
45 m²,2,centrală pe gaz,2/2,fără informații,gata de utilizare,locuință utilizată,drept de proprietate,2025-10-28,agenție,fără informații,1940,nu,,,https://www.storia.ro/ro/oferta/apartament-cu-2-camere-90-mp-construiti-zona-centrala-IDFpXb.html,cărămidă,,telefon internet cablu tv,ansamblu de apartamente,45
84.75 m²,3,centrală pe gaz,parter/9,fără informații,în construcție,locuință nouă,drept de proprietate,fără informații,agenție,terasă grădină bucătărie separată,2025,da,,interfon supraveghere video uși / ferestre blindate,https://www.storia.ro/ro/oferta/comision-0-apartament-cu-3-camere-terasa-si-gradina-zona-rahova-IDELF8.html,beton,plastic,telefon internet cablu tv,ansamblu de apartamente,85
50 m²,3,fără informații,fără informații,fără informații,fără informații,locuință utilizată,fără informații,fără informații,agenție,fără informații,,nu,,,https://www.storia.ro/ro/oferta/apartament-3-camere-zona-spitalului-de-copii-IDFILb.html,,,,,50
33 m²,1,centralizată,1,fără informații,fără informații,locuință utilizată,fără informații,fără informații,agenție,balcon,2025,da,,,https://www.storia.ro/ro/oferta/garsonier-tip-studio-33-20-mp-utili-si-balcon-5-80-mp-magnolia-IDEoN0.html,,,,,33
45.9 m²,2,centrală pe gaz,3/6,fără informații,în construcție,locuință nouă,drept de proprietate,2025-11-20,agenție,balcon bucătărie separată,2025,da,,interfon uși / ferestre blindate,https://www.storia.ro/ro/oferta/apartament-decomandat-cu-2-camere-zona-grand-arena-mall-sector-4-IDENse.html,beton,plastic,internet cablu tv,ansamblu de apartamente,46
53.92 m²,2,centrală pe gaz,4/4,fără informații,gata de utilizare,locuință utilizată,drept de proprietate,2025-11-27,agenție,balcon,1980,nu,mobilier cuptor plită mașină de spălat,interfon uși / ferestre blindate,https://www.storia.ro/ro/oferta/apartament-decomandat-cu-2-camere-n-aradul-nou-IDxxie.html,beton,plastic,,ansamblu de apartamente,54
65.7 m²,2,fără informații,2/3,fără informații,fără informații,locuință nouă,drept de proprietate,2025-11-27,agenție,balcon terasă debara,2024,nu,aer condiționat,supraveghere video uși / ferestre blindate interfon,https://www.storia.ro/ro/oferta/apartament-cu-2-camere-teras-generoas-monia-IDFb6l.html,cărămidă,plastic,telefon internet cablu tv,ansamblu de apartamente,66
64 m²,3,centrală pe gaz,parter/2,fără informații,gata de utilizare,locuință utilizată,drept de proprietate,fără informații,agenție,beci,,nu,mobilier frigider cuptor,interfon,https://www.storia.ro/ro/oferta/vnd-apartament-3-camere-n-hunedoara-zona-om-pa-eliberrii-64-mp-IDEJqQ.html,cărămidă,plastic,internet cablu tv,bloc,64
55 m²,2,centrală pe gaz,5/5,fără informații,gata de utilizare,locuință utilizată,drept de proprietate,2025-11-27,agenție,balcon bucătărie separată,2007,nu,cuptor plită frigider mașină de spălat aer condiționat,interfon,https://www.storia.ro/ro/oferta/apartament-panoramic-cu-2-camere-zona-confecii-IDEr67.html,beton celular,,telefon internet cablu tv,ansamblu de apartamente,55
41 m²,1,altul,1/6,fără informații,în construcție,locuință nouă,drept de proprietate,fără informații,agenție,balcon,2025,da,,interfon uși / ferestre blindate,https://www.storia.ro/ro/oferta/vanzare-garsoniera-spatioasa-direct-dezvoltator-IDFINt.html,beton,plastic,telefon internet cablu tv,,41
190 m²,5,centrală pe gaz,3/4,fără informații,gata de utilizare,locuință utilizată,drept de proprietate,fără informații,agenție,balcon terasă scară interioară bucătărie separată,2013,nu,mobilier mașină de spălat mașină de spălat vasele frigider plită cuptor aer condiționat,uși / ferestre blindate,https://www.storia.ro/ro/oferta/apartament-premium-tip-duplex-190-mp-mobilat-utilat-IDE8nb.html,beton armat,plastic,,bloc,190
50 m²,2,centralizată,1/8,fără informații,gata de utilizare,locuință nouă,fără informații,fără informații,agenție,balcon,2009,da,aer condiționat,,https://www.storia.ro/ro/oferta/apartament-2-camere-militari-residence-mobilat-parcare-inclusa-chiri-IDxpQy.html,,,,,50
49 m²,2,centralizată,1/8,fără informații,gata de utilizare,locuință nouă,fără informații,fără informații,agenție,balcon,1983,nu,,,https://www.storia.ro/ro/oferta/etaj-1-apartament-2-camere-calarasilor-IDFlFJ.html,,,,,49
66 m²,3,centrală pe gaz,2/10,fără informații,gata de utilizare,locuință utilizată,drept de proprietate,2025-11-17,agenție,balcon,,da,,uși / ferestre blindate interfon,https://www.storia.ro/ro/oferta/apartament-3-camere-66-mp-utili-etaj-2-10-lift-central-IDES1Y.html,cărămidă,plastic,internet,ansamblu de apartamente,66
50 m²,3,centrală pe gaz,1/4,fără informații,gata de utilizare,locuință utilizată,drept de proprietate,2025-11-27,agenție,terasă,,nu,cuptor frigider mașină de spălat TV aer condiționat,uși / ferestre blindate interfon,https://www.storia.ro/ro/oferta/apartament-3-camere-50mp-etaj-intermediar-zona-porii-IDF1Y5.html,cărămidă,plastic,internet telefon,ansamblu de apartamente,50
85 m²,3,centrală pe gaz,1/4,fără informații,în construcție,locuință nouă,drept de proprietate,2025-09-30,agenție,balcon,2026,da,,uși / ferestre blindate interfon,https://www.storia.ro/ro/oferta/apartament-cu-3-camere-la-mare-micos-estate-mamaia-nord-IDF6Wy.html,beton,plastic,internet cablu tv telefon,bloc,85
72 m²,3,centrală pe gaz,7/8,fără informații,gata de utilizare,locuință utilizată,drept de proprietate,2025-11-17,agenție,balcon,1985,da,frigider mașină de spălat TV plită mașină de spălat vasele aer condiționat,uși / ferestre blindate interfon,https://www.storia.ro/ro/oferta/apartament-3-camere-72-mp-zona-frumoasa-IDFBNr.html,beton,plastic,internet,ansamblu de apartamente,72
85 m²,3,altul,1/5,fără informații,gata de utilizare,locuință utilizată,drept de proprietate,2025-11-27,agenție,terasă garaj,2021,da,mobilier cuptor plită frigider mașină de spălat mașină de spălat vasele aer condiționat,interfon supraveghere video uși / ferestre blindate,https://www.storia.ro/ro/oferta/apartament-3-camere-mobilat-scoala-americana-IDFHNk.html,cărămidă,plastic,telefon internet cablu tv,ansamblu de apartamente,85
62 m²,3,centrală pe gaz,1/3,fără informații,gata de utilizare,locuință utilizată,drept de proprietate,2025-11-27,agenție,balcon,1965,nu,cuptor frigider mașină de spălat TV aer condiționat,uși / ferestre blindate interfon,https://www.storia.ro/ro/oferta/apartament-cu-3-camere-62-mp-zona-pajura-IDDFIN.html,beton,plastic,cablu tv internet telefon,ansamblu de apartamente,62
58.61 m²,3,centralizată,4,fără informații,fără informații,locuință utilizată,fără informații,fără informații,agenție,balcon,1985,nu,mobilier,uși / ferestre blindate,https://www.storia.ro/ro/oferta/apartament-cu-3-camere-de-vanzare-buhusi-IDDKIR.html,,,,,59
45 m²,2,centrală pe gaz,2/6,fără informații,în construcție,locuință nouă,drept de proprietate,2025-11-27,agenție,balcon,2026,da,,interfon supraveghere video uși / ferestre blindate,https://www.storia.ro/ro/oferta/ap-2-cam-martie-2026-zona-militari-residence-IDFIJw.html,beton,plastic,cablu tv,ansamblu de apartamente,45
44 m²,2,centralizată,parter/3,fără informații,gata de utilizare,locuință nouă,fără informații,fără informații,agenție,fără informații,2016,nu,aer condiționat,,https://www.storia.ro/ro/oferta/apartament-cu-curte-la-doi-pasi-de-plaja-loc-parcare-IDDiaQ.html,,,,,44
54 m²,3,centrală pe gaz,parter/4,fără informații,fără informații,locuință utilizată,drept de proprietate,2025-10-30,agenție,bucătărie separată,2014,nu,mobilier,uși / ferestre blindate,https://www.storia.ro/ro/oferta/apartament-3-camere-54mp-popeti-leordeni-metrou-berceni-si-leonida-IDFrtP.html,beton,,telefon internet cablu tv,ansamblu de apartamente,54
31 m²,1,centrală pe gaz,4/7,fără informații,în construcție,locuință nouă,fără informații,fără informații,agenție,fără informații,2026,nu,,,https://www.storia.ro/ro/oferta/garsoniera-etaj-4-weiner-residence-vest-group-direct-dezvoltator-IDDAlc.html,cărămidă,plastic,,bloc,31
55 m²,3,centrală pe gaz,parter/2,fără informații,gata de utilizare,locuință utilizată,drept de proprietate,2025-11-27,agenție,bucătărie separată,1960,nu,cuptor plită frigider mașină de spălat aer condiționat,interfon uși / ferestre blindate,https://www.storia.ro/ro/oferta/apartament-3-camere-cotroceni-linite-intimitate-i-potenial-inv-IDFC0c.html,cărămidă,plastic,telefon internet cablu tv,ansamblu de apartamente,55
61 m²,3,centrală pe gaz,4/4,fără informații,gata de utilizare,locuință utilizată,drept de proprietate,2025-11-24,agenție,fără informații,,nu,,,https://www.storia.ro/ro/oferta/apartament-3-camere-zona-ampoi-1-IDBj29.html,,plastic,,,61
73 m²,3,fără informații,1/2,fără informații,fără informații,locuință nouă,fără informații,fără informații,agenție,fără informații,2015,nu,,,https://www.storia.ro/ro/oferta/apartament-3-camere-de-vanzare-in-manastur-cluj-napoca-IDFGjm.html,,,,,73
46.46 m²,1,fără informații,1/5,fără informații,fără informații,locuință nouă,fără informații,fără informații,agenție,balcon,,da,aer condiționat,,https://www.storia.ro/ro/oferta/dezvoltator-onyx-residence-1-camera-decomandat-premium-ac-inclus-IDCves.html,,,,bloc,46
48 m²,2,fără informații,demisol/4,fără informații,fără informații,locuință nouă,fără informații,fără informații,agenție,fără informații,2011,nu,,,https://www.storia.ro/ro/oferta/apartament-2-camere-de-vanzare-in-zorilor-cluj-napoca-IDBFrx.html,,,,,48
110 m²,4,centrală pe gaz,2/4,fără informații,gata de utilizare,locuință nouă,drept de proprietate,fără informații,agenție,balcon bucătărie separată,2022,da,mobilier mașină de spălat mașină de spălat vasele frigider plită cuptor TV aer condiționat,uși / ferestre blindate interfon,https://www.storia.ro/ro/oferta/pre-final-4-camere-decomandat-110m-vedere-la-mare-falez-nord-IDFGoa.html,beton,plastic,internet cablu tv telefon,bloc,110
66.9 m²,3,centrală pe gaz,3/3,fără informații,gata de utilizare,locuință utilizată,drept de proprietate,2025-11-12,agenție,balcon,,nu,aer condiționat,uși / ferestre blindate interfon,https://www.storia.ro/ro/oferta/apartament-cu-3-camere-loc-de-parcare-zona-hotel-diana-IDEpkc.html,,plastic,internet,ansamblu de apartamente,67
78.31 m²,4,centralizată,2/4,fără informații,de renovat,locuință utilizată,drept de proprietate,2025-11-06,agenție,balcon,1970,nu,aer condiționat,interfon,https://www.storia.ro/ro/oferta/apartament-4-camere-jean-steriadi-ozana-auchan-titan-IDFpRx.html,cărămidă,,,ansamblu de apartamente,78
22.8 m²,1,centralizată,4,fără informații,gata de utilizare,locuință nouă,fără informații,fără informații,agenție,balcon,1985,nu,aer condiționat,,https://www.storia.ro/ro/oferta/garsoniera-confort-1-dorobantilor-mobilata-IDEF7c.html,,,,,23
44 m²,2,centrală pe gaz,2/5,fără informații,în construcție,locuință nouă,drept de proprietate,fără informații,agenție,balcon,2026,da,,uși / ferestre blindate interfon,https://www.storia.ro/ro/oferta/promotie-studio-spatios-44mp-metrou-berceni-15min-IDF1wC.html,placa de beton,aluminiu,internet cablu tv,bloc,44
